,Title,Published_date,Views,Month
2199,New nanotech to detect cancer early | Joshua Smith,3/1/17,87645,Mar
2200,The incredible inventions of intuitive AI | Maurice Conti,2/28/17,5555566,Feb
2201,My son was a Columbine shooter. This is my story | Sue Klebold,2/27/17,12008329,Feb
2202,What time is it on Mars? | Nagin Cox,2/24/17,130611,Feb
2203,Eduardo Briceño: How to get better at the things you care about | TED,2/23/17,571380,Feb
2204,Why you should love statistics | Alan Smith,2/22/17,488364,Feb
2205,Nationalism vs. globalism: the new political divide | Yuval Noah Harari,2/21/17,1838378,Feb
2206,Help discover ancient ruins -- before it's too late | Sarah Parcak,2/20/17,85902,Feb
2207,A young scientist's quest for clean water | Deepika Kurup,2/17/17,109717,Feb
2208,What we don't know about Europe's Muslim kids | Deeyah Khan,2/16/17,167898,Feb
2209,Where is cybercrime really coming from? | Caleb Barlow,2/15/17,278408,Feb
2210,Buildings that blend nature and city | Jeanne Gang,2/14/17,277410,Feb
2211,Our story of rape and reconciliation | Thordis Elva and Tom Stranger,2/13/17,2675889,Feb
2212,The ethical dilemma of designer babies | Paul Knoepfler,2/10/17,428584,Feb
2213,How to have better political conversations | Robb Willer,2/9/17,233726,Feb
2214,Art made of the air we breathe |  Emily Parsons-Lord,2/8/17,77345,Feb
2215,How to gain control of your free time | Laura Vanderkam,2/7/17,8407872,Feb
2216,Will automation take away all our jobs? | David Autor,2/6/17,490076,Feb
2217,"To solve old problems, study new species | Alejandro Sánchez Alvarado",2/3/17,105323,Feb
2218,"Sisonke Msimang: If a story moves you, act on it | TED",2/2/17,97977,Feb
2219,Meet the inventor of the electronic spreadsheet | Dan Bricklin,2/1/17,367608,Feb
2220,The next step in nanotechnology | George Tulevski,1/31/17,495871,Jan
2221,Want kids to learn well? Feed them well | Sam Kass,1/30/17,155415,Jan
2222,A better way to talk about love | Mandy Len Catron,1/27/17,306048,Jan
2223,The lies we tell pregnant women | Sofia Jawed-Wessel,1/26/17,849095,Jan
2224,The world doesn't need more nuclear weapons | Erika Gregory,1/25/17,79736,Jan
2225,Are you a giver or a taker? | Adam Grant,1/24/17,3724385,Jan
2226,It's time to reclaim religion | Sharon Brous,1/23/17,110879,Jan
2227,How we explore unanswered questions in physics | James Beacham,1/20/17,106345,Jan
2228,Why Earth may someday look like Mars | Anjali Tripathi,1/19/17,111996,Jan
2229,How online abuse of women has spiraled out of control | Ashley Judd,1/18/17,319865,Jan
2230,What happens when you have a disease doctors can't diagnose | Jennifer Brea,1/17/17,892505,Jan
2231,Dena Simmons: How students of color confront impostor syndrome | TED,1/17/17,119840,Jan
2232,Could a drug prevent depression and PTSD? | Rebecca Brachman,1/13/17,216176,Jan
2233,How AI can bring on a second Industrial Revolution | Kevin Kelly,1/12/17,334794,Jan
2234,Why curiosity is the key to science and medicine | Kevin B. Jones,1/11/17,70379,Jan
2235,Do kids think of sperm donors as family? | Veerle Provoost,1/10/17,78357,Jan
2236,Say your truths and seek them in others | Elizabeth Lesser,1/9/17,137931,Jan
2237,What I learned from 100 days of rejection | Jia Jiang,1/6/17,5908141,Jan
2238,Let's clean up the space junk orbiting Earth | Natalie Panek,1/5/17,137931,Jan
2239,A queer vision of love and marriage | Tiq Milan and Kim Katrin Milan,1/4/17,223834,Jan
2240,4 larger-than-life lessons from soap operas | Kate Adams,1/3/17,138914,Jan
2241,How an old loop of railroads is changing the face of a city | Ryan Gravel,12/22/16,75908,Dec
2242,Chinaka Hodge: What will you tell your daughters about 2016? | TED,12/22/16,96842,Dec
2243,Maps that show us who we are (not just where we are) | Danny Dorling,12/21/16,246354,Dec
2244,"An interview with the founders of Black Lives Matter | Alicia Garza, Patrisse Cullors, Opal Tometi",12/20/16,447988,Dec
2245,We need nuclear power to solve climate change | Joe Lassiter,12/19/16,124544,Dec
2246,How to speak up for yourself | Adam Galinsky,12/16/16,898988,Dec
2247,What will humans look like in 100 years? | Juan Enriquez,12/15/16,1160091,Dec
2248,A political party for women's equality | Sandi Toksvig,12/14/16,97324,Dec
2249,Math is the hidden secret to understanding the world | Roger Antonsen,12/13/16,1732244,Dec
2250,Help for kids the education system ignores | Victor Rios,12/12/16,163737,Dec
2251,The playful wonderland behind great inventions | Steven Johnson,12/9/16,132267,Dec
2252,How the blockchain will radically transform the economy | Bettina Warburg,12/8/16,2372433,Dec
2253,The urgency of intersectionality | Kimberlé Crenshaw,12/7/16,1590443,Dec
2254,"We train soldiers for war. Let's train them to come home, too | Hector Garcia",12/6/16,84624,Dec
2255,Islamophobia killed my brother. Let's end the hate | Suzanne Barakat,12/5/16,1047695,Dec
2256,Easy DIY projects for kid engineers | Fawn Qiu,12/2/16,146357,Dec
2257,It's time for women to run for office | Halla Tómasdóttir,12/2/16,52654,Dec
2258,4 ways to build a human company in the age of machines | Tim Leberecht,12/1/16,92262,Dec
2259,Your company's data could help end world hunger | Mallory Freeman,11/29/16,52056,Nov
2260,How America's public schools keep kids in poverty | Kandice Sumner,11/28/16,557278,Nov
2261,Your smartphone is a civil rights issue | Christopher Soghoian,11/23/16,168091,Nov
2262,Enough with the fear of fat | Kelli Jean Drinkwater,11/22/16,388383,Nov
2263,"""St. James Infirmary Blues"" | Silk Road Ensemble + Rhiannon Giddens",11/22/16,171518,Nov
2264,Everything you hear on film is a lie | Tasos Frantzolas,11/21/16,226273,Nov
2265,The unexpected challenges of a country's first election | Philippa Neave,11/18/16,66096,Nov
2266,How loss helped one artist find beauty in imperfection | Alyssa Monks,11/17/16,115308,Nov
2267,How the US should use its superpower status | Ian Bremmer,11/16/16,89403,Nov
2268,What a driverless world could look like | Wanis Kabbaj,11/15/16,2428326,Nov
2269,Inside the mind of a former radical jihadist | Manwar Ali,11/14/16,1043429,Nov
2270,Machine intelligence makes human morals more important | Zeynep Tufekci,11/11/16,173772,Nov
2271,A temporary tattoo that brings hospital care to the home | Todd Coleman,11/10/16,175165,Nov
2272,Can a divided America heal? | Jonathan Haidt,11/8/16,354555,Nov
2273,We've stopped trusting institutions and started trusting strangers | Rachel Botsman,11/7/16,178739,Nov
2274,Ballroom dance that breaks gender roles | Trevor Copp and Jeff Fox,11/4/16,134696,Nov
2275,5 ways to lead in an era of constant change | Jim Hemerling,11/3/16,421517,Nov
2276,Art can heal PTSD's invisible wounds | Melissa Walker,11/2/16,114658,Nov
2277,The Beauty of What We'll Never Know | Pico Iyer | TED,11/1/16,146176,Nov
2278,How we talk about sexual assault online | Ione Wells,10/31/16,116322,Oct
2279,4 reasons to learn a new language | John McWhorter,10/28/16,1846623,Oct
2280,Isaac Lidsky: What reality are you creating for yourself? | TED,10/27/16,628384,Oct
2281,We can start winning the war against cancer | Adam de la Zerda,10/26/16,62018,Oct
2282,Immigrant voices make democracy stronger | Sayu Bhojwani,10/25/16,84777,Oct
2283,What you need to know about CRISPR | Ellen Jorgensen,10/24/16,869474,Oct
2284,Technology hasn't changed love. Here's why | Helen Fisher,10/20/16,196290,Oct
2285,Can we build AI without losing control over it? | Sam Harris,10/19/16,3730471,Oct
2286,How we're harnessing nature's hidden superpowers | Oded Shoseyov,10/18/16,134968,Oct
2287,America's forgotten working class | J.D. Vance,10/17/16,321308,Oct
2288,We can fight terror without sacrificing our rights | Rebecca MacKinnon,10/14/16,62798,Oct
2289,The era of personal DNA testing is here | Sebastian Kraves,10/13/16,94097,Oct
2290,Why open a school? To close a prison | Nadia Lopez,10/12/16,100601,Oct
2291,Why you should know how much your coworkers get paid | David Burkus,10/11/16,198055,Oct
2292,There's no such thing as not voting | Eric Liu,10/10/16,106821,Oct
2293,Why some people are more altruistic than others | Abigail Marsh,10/7/16,353991,Oct
2294,Architecture that's built to heal | Michael Murphy,10/6/16,269967,Oct
2295,How fear of nuclear power is hurting the environment | Michael Shellenberger,10/5/16,546670,Oct
2296,How to Raise Successful Kids -- Without Over-Parenting | Julie Lythcott-Haims | TED,10/4/16,3632963,Oct
2297,The future of money | Neha Narula,10/3/16,394610,Oct
2298,A new way to heal hearts without surgery | Franz Freudenthal,9/30/16,108624,Sep
2299,Why helmets don't prevent concussions -- and what might | David Camarillo,9/29/16,281902,Sep
2300,The new American Dream | Courtney Martin,9/28/16,235340,Sep
2301,Let's teach for mastery -- not test scores | Sal Khan,9/26/16,2159754,Sep
2302,The risky politics of progress | Jonathan Tepperman,9/24/16,63012,Sep
2303,Why you should talk to strangers | Kio Stark,9/23/16,622046,Sep
2304,Bring on the female superheroes! | Christopher Bell,9/22/16,128106,Sep
2305,How women wage conflict without violence | Julia Bacha,9/20/16,70465,Sep
2306,The spellbinding art of human anatomy | Vanessa Ruiz,9/19/16,120500,Sep
2307,How the blockchain is changing money and business | Don Tapscott,9/16/16,4967187,Sep
2308,The deadly legacy of cluster bombs | Laura Boushnak,9/15/16,91736,Sep
2309,What we can do to die well | Timothy Ihrig,9/14/16,86649,Sep
2310,The next manufacturing revolution is here | Olivier Scalabre,9/13/16,486515,Sep
2311,A letter to all who have lost in this era | Anand Giridharadas,9/12/16,98243,Sep
2312,Gonzalo Vilariño: How Argentina's blind soccer team became champions (with English subtitles) | TED,9/9/16,63268,Sep
2313,Hunting for Peru's lost civilizations -- with satellites | Sarah Parcak,9/8/16,117183,Sep
2314,3 moons and a planet that could have alien life | James Green,9/7/16,355378,Sep
2315,A small country with big ideas to get rid of fossil fuels | Monica Araya,9/6/16,179272,Sep
2316,What a planet needs to sustain life | Dave Brain,9/4/16,397847,Sep
2317,How Africa can keep rising | Ngozi Okonjo-Iweala,9/3/16,93374,Sep
2318,The taboo secret to better health | Molly Winter,9/2/16,321188,Sep
2319,How to build a business that lasts 100 years | Martin Reeves,9/1/16,278721,Sep
2320,The jobs we'll lose to machines -- and the ones we won't | Anthony Goldbloom,8/31/16,567474,Aug
2321,How trees talk to each other | Suzanne Simard,8/30/16,2166404,Aug
2322,A new way to study the brain's invisible secrets | Ed Boyden,8/29/16,144982,Aug
2323,How the Panama Papers journalists broke the biggest leak in history | Gerard Ryle,8/26/16,119842,Aug
2324,"A project of peace, painted across 50 buildings | eL Seed",8/25/16,121548,Aug
2325,A forgotten Space Age technology could change how we grow food | Lisa Dyson,8/24/16,101273,Aug
2326,My love letter to cosplay | Adam Savage,8/23/16,1853375,Aug
2327,How to grow a forest in your backyard | Shubhendu Sharma,8/22/16,2191128,Aug
2328,Nature is everywhere -- we just need to learn to see it | Emma Marris,8/19/16,150824,Aug
2329,3 lessons on success from an Arab businesswoman | Leila Hoteit,8/17/16,291163,Aug
2330,"When we design for disability, we all benefit | Elise Roy",8/16/16,128935,Aug
2331,"Why I keep speaking up, even when people mock my accent | Safwat Saleem",8/15/16,211715,Aug
2332,Why Brexit happened -- and what to do next | Alexander Betts,8/12/16,1854848,Aug
2333,How Syria's architecture laid the foundation for brutal war | Marwa Al-Sabouni,8/11/16,125506,Aug
2334,"""Redemption Song"" | John Legend",8/10/16,311263,Aug
2335,"Clues to prehistoric times, found in blind cavefish | Prosanta Chakrabarty",8/9/16,76929,Aug
2336,Why you think you're right -- even if you're wrong | Julia Galef,8/8/16,2037927,Aug
2337,How computers are learning to be creative | Blaise Agüera y Arcas,7/22/16,438988,Jul
2338,What can we learn from shortcuts? | Tom Hulme,7/21/16,158647,Jul
2339,How to fix a broken education system ... without any more money | Seema Bansal,7/20/16,259794,Jul
2340,"Who are you, really? The puzzle of personality | Brian Little",7/19/16,11676214,Jul
2341,I survived a terrorist attack. Here's what I learned | Gill Hicks,7/18/16,143832,Jul
2342,Why genetic research must be more diverse | Keolu Fox,7/15/16,76369,Jul
2343,How better tech could protect us from distraction | Tristan Harris,7/14/16,284243,Jul
2344,How a blind astronomer found a way to hear the stars | Wanda Diaz Merced,7/13/16,74066,Jul
2345,The birth of virtual reality as an art form | Chris Milk,7/11/16,119043,Jul
2346,This scientist makes ears out of apples | Andrew Pelling,7/8/16,144353,Jul
2347,The secret to effective nonviolent resistance | Jamila Raqib,7/7/16,155977,Jul
2348,3 reasons why we can win the fight against poverty | Andrew Youn,7/6/16,162775,Jul
2349,A highly scientific taxonomy of haters | Negin Farsad,7/5/16,160428,Jul
2350,How college loans exploit students for profit | Sajay Samuel,7/2/16,227510,Jul
2351,"The Chinese zodiac, explained | ShaoLan",6/30/16,1289081,Jun
2352,Every piece of art you've ever wanted to see -- up close and searchable | Amit Sood,6/29/16,99759,Jun
2353,What's so sexy about math? | Cédric Villani,6/28/16,642909,Jun
2354,"The passing of time, caught in a single photo | Stephen Wilkes",6/27/16,199859,Jun
2355,Ideas worth dating,6/27/16,132447,Jun
2356,An entertainment icon on living a life of meaning | Norman Lear,6/25/16,88702,Jun
2357,The real harm of the global arms trade | Samantha Nutt,6/23/16,82867,Jun
2358,"A smarter, more precise way to think about public health | Sue Desmond-Hellmann",6/22/16,127472,Jun
2359,My journey from Marine to actor | Adam Driver,6/21/16,11383100,Jun
2360,Joseph Ravenell: How barbershops can keep men healthy | TED,6/20/16,84241,Jun
2361,Drawings that show the beauty and fragility of Earth | Zaria Forman,6/17/16,278748,Jun
2362,Your words may predict your future mental health | Mariano Sigman,6/16/16,796757,Jun
2363,The beauty of being a misfit | Lidia Yuknavitch,6/15/16,508514,Jun
2364,How free is our freedom of the press? | Trevor Timm,6/14/16,116431,Jun
2365,The laws that sex workers really want | Juno Mac,6/13/16,384370,Jun
2366,Our lonely society makes it hard to come home from war | Sebastian Junger,6/10/16,583014,Jun
2367,Good news in the fight against pancreatic cancer | Laura Indolfi,6/9/16,138517,Jun
2368,Can you really tell if a kid is lying? | Kang Lee,6/8/16,11231823,Jun
2369,This tiny particle could roam your body to find tumors | Sangeeta Bhatia,6/7/16,109115,Jun
2370,An artist's unflinching look at racial violence | Sanford Biggers,6/6/16,68884,Jun
2371,This is your brain on communication | Uri Hasson,6/3/16,250022,Jun
2372,Gene editing can now change an entire species -- forever | Jennifer Kahn,6/2/16,494524,Jun
2373,This virtual lab will revolutionize science class | Michael Bodekaer,6/1/16,197457,Jun
2374,A sci-fi vision of love from a 318-year-old hologram | Monica Byrne,5/31/16,135212,May
2375,The dream we haven't dared to dream | Dan Pallotta,5/27/16,138630,May
2376,"Pirates, nurses and other rebel designers | Alice Rawsthorn",5/26/16,161936,May
2377,How my son's short life made a lasting difference | Sarah Gray,5/25/16,86487,May
2378,How to read the genome and build a human being | Riccardo Sabatini,5/24/16,301203,May
2379,A provocative way to finance the fight against climate change | Michael Metcalfe,5/23/16,63159,May
2380,Why I put myself in danger to tell the stories of Gaza | Ameera Harouda,5/20/16,85223,May
2381,Insightful human portraits made from data | R. Luke DuBois,5/19/16,115468,May
2382,A smart new business loan for people with no credit | Shivani Siroya,5/18/16,171415,May
2383,Hunting for dinosaurs showed me our place in the universe | Kenneth Lacovara,5/17/16,759552,May
2384,A taboo-free way to talk about periods | Aditi Gupta,5/16/16,346118,May
2385,We can reprogram life. How to do it wisely | Juan Enriquez,5/13/16,144914,May
2386,Wisdom from great writers on every year of life | Joshua Prager,5/12/16,191439,May
2387,The inside story of the Paris climate agreement | Christiana Figueres,5/11/16,265063,May
2388,The nit-picking glory of The New Yorker's Comma Queen | Mary Norris,5/10/16,76893,May
2389,The unexpected benefit of celebrating failure | Astro Teller,5/9/16,345950,May
2390,A new superweapon in the fight against cancer | Paula Hammond,5/6/16,146955,May
2391,Your kids might live on Mars. Here's how they'll survive | Stephen Petranek,5/5/16,5596633,May
2392,What does it mean to be a citizen of the world? | Hugh Evans,5/4/16,461319,May
2393,The mind behind Linux | Linus Torvalds,5/3/16,5444675,May
2394,The Panama Papers exposed a huge global problem. What's next? | Robert Palmer,5/2/16,135676,May
2395,The most mysterious star in the universe | Tabetha Boyajian,4/29/16,6076906,Apr
2396,The magic ingredient that brings Pixar movies to life | Danielle Feinberg,4/28/16,747143,Apr
2397,How megacities are changing the map of the world | Parag Khanna,4/27/16,256863,Apr
2398,The surprising habits of original thinkers | Adam Grant,4/26/16,10166379,Apr
2399,How a start-up in the White House is changing business as usual | Haley Van Dyck,4/25/16,101890,Apr
2400,Two reasons companies fail -- and how to avoid them | Knut Haanaes,4/22/16,247799,Apr
2401,How humans could evolve to survive in space | Lisa Nip,4/21/16,189537,Apr
2402,Why gun violence can't be our new normal | Dan Gross,4/20/16,103392,Apr
2403,TED's secret to great public speaking | Chris Anderson,4/19/16,2769030,Apr
2404,The beauty of human skin in every color | Angélica Dass,4/19/16,375141,Apr
2405,The dawn of the age of holograms | Alex Kipman,4/18/16,2073652,Apr
2406,How young Africans found a voice on Twitter | Siyanda Mohutsiwa,4/15/16,90925,Apr
2407,You have no idea where camels really come from | Latif Nasser,4/14/16,783674,Apr
2408,How to get back to work after a career break | Carol Fishman Cohen,4/13/16,208193,Apr
2409,A glimpse of the future through an augmented reality headset | Meron Gribetz,4/11/16,374248,Apr
2410,A conservative's plea: Let's work together | Arthur Brooks,4/8/16,168468,Apr
2411,The reporting system that sexual assault survivors want | Jessica Ladd,4/7/16,114114,Apr
2412,Tim Urban: Inside the mind of a master procrastinator | TED,4/6/16,53702216,Apr
2413,How Airbnb designs for trust | Joe Gebbia,4/5/16,499851,Apr
2414,The gospel of doubt | Casey Gerald,4/4/16,141235,Apr
2415,This country isn't just carbon neutral — it's carbon negative | Tshering Tobgay,4/1/16,3556533,Apr
2416,Simple hacks for life with Parkinson's | Mileha Soneji,3/31/16,156176,Mar
2417,The secrets I find on the mysterious ocean floor | Laura Robinson,3/30/16,127004,Mar
2418,"Teach girls bravery, not perfection | Reshma Saujani",3/28/16,1256975,Mar
2419,Uber's plan to get more people into fewer cars | Travis Kalanick,3/25/16,254989,Mar
2420,Our refugee system is failing. Here's how we can fix it | Alexander Betts,3/24/16,143476,Mar
2421,What really happens when you mix medications? | Russ Altman,3/23/16,184978,Mar
2422,How yarn bombing grew into a worldwide movement | Magda Sayeg,3/22/16,161284,Mar
2423,Dive into an ocean photographer's world | Thomas Peschak,3/21/16,144813,Mar
2424,Why we need gender-neutral bathrooms | Ivan Coyote,3/18/16,202856,Mar
2425,Why your doctor should care about social justice | Mary Bassett,3/17/16,71250,Mar
2426,How to make a profit while making a difference | Audrey Choi,3/16/16,102330,Mar
2427,What it's like to be a Muslim in America | Dalia Mogahed,3/15/16,5197961,Mar
2428,The case for optimism on climate change | Al Gore,3/14/16,369180,Mar
2429,Meet the dazzling flying machines of the future | Raffaello D'Andrea,3/11/16,8604293,Mar
2430,What the discovery of gravitational waves means | Allan Adams,3/10/16,752415,Mar
2431,My year of saying yes to everything | Shonda Rhimes,3/9/16,1639109,Mar
2432,Celeste Headlee: 10 ways to have a better conversation | TED,3/8/16,13496931,Mar
2433,The brain may be able to repair itself -- with help | Jocelyne Bloch,3/7/16,938919,Mar
2434,The problem with race-based medicine | Dorothy Roberts,3/4/16,168055,Mar
2435,The case for fish farming | Mike Velings,3/3/16,116109,Mar
2436,How I'm discovering the secrets of ancient texts | Gregory Heyworth,3/2/16,94691,Mar
2437,Shape-shifting tech will change work as we know it | Sean Follmer,3/1/16,237210,Mar
2438,Economic growth has stalled. Let's fix it | Dambisa Moyo,2/29/16,87341,Feb
2439,Special Olympics let me be myself — a champion | Matthew Williams,2/26/16,76554,Feb
2440,How we'll fight the next deadly virus | Pardis Sabeti,2/25/16,82742,Feb
2441,A simple way to break a bad habit | Judson Brewer,2/24/16,11951369,Feb
2442,How I found a mythical boiling river in the Amazon | Andrés Ruzo,2/24/16,475204,Feb
2443,A delightful way to teach kids about computers | Linda Liukas,2/24/16,244102,Feb
2444,Our campaign to ban plastic bags in Bali | Melati and Isabel Wijsen,2/19/16,354531,Feb
2445,A robot that runs and swims like a salamander | Auke Ijspeert,2/18/16,812474,Feb
2446,Should you be able to patent a human gene? | Tania Simoncelli,2/17/16,74116,Feb
2447,Glow-in-the-dark sharks and other stunning sea creatures | David Gruber,2/16/16,490851,Feb
2448,Capitalism will eat democracy -- unless we speak up | Yanis Varoufakis,2/15/16,1231256,Feb
2449,The unheard story behind the Sistine Chapel | Elizabeth Lev,2/12/16,286300,Feb
2450,Achenyo Idachaba: How I turned a deadly plant into a thriving business | TED,2/11/16,76972,Feb
2451,Can a computer write poetry? | Oscar Schwartz,2/10/16,87637,Feb
2452,How we can make crops survive without water | Jill Farrant,2/9/16,208795,Feb
2453,The mysterious world of underwater caves | Jill Heinerth,2/8/16,471165,Feb
2454,Why great architecture should tell a story | Ole Scheeren,2/5/16,828725,Feb
2455,Let's design social media that drives real change | Wael Ghonim,2/4/16,424693,Feb
2456,"I love being a police officer, but we need reform | Melvin Russell",2/3/16,147700,Feb
2457,How frustration can make us more creative | Tim Harford,2/2/16,310541,Feb
2458,4 ways we can avoid a catastrophic drought | David Sedlak,1/29/16,88722,Jan
2459,Aomawa Shields: How we'll find life on other planets | TED,1/28/16,110920,Jan
2460,How to use data to make a hit TV show | Sebastian Wernicke,1/27/16,127215,Jan
2461,Have we reached the end of physics? | Harry Cliff,1/26/16,650713,Jan
2462,Robert Waldinger: What makes a good life? Lessons from the longest study on happiness | TED,1/25/16,24595355,Jan
2463,"An underwater art museum, teeming with life | Jason deCaires Taylor",1/22/16,236114,Jan
2464,Governments don't understand cyber warfare. We need hackers | Rodrigo Bijou,1/21/16,153718,Jan
2465,Refugees have the right to be protected | António Guterres,1/20/16,57766,Jan
2466,A hilarious celebration of lifelong female friendship | Jane Fonda and Lily Tomlin,1/19/16,2056787,Jan
2467,What happens when a city runs out of room for its dead | Alison Killing,1/15/16,97362,Jan
2468,Let's not use Mars as a backup planet | Lucianne Walkowicz,1/14/16,174133,Jan
2469,The four fish we're overeating -- and what to eat instead | Paul Greenberg,1/13/16,162380,Jan
2470,Nicole Paris and Ed Cage: A beatboxing lesson from a father-daughter duo | TED,1/12/16,3515058,Jan
2471,How germs travel on planes -- and how we can stop them | Raymond Wang,1/11/16,483554,Jan
2472,Forget Shopping. Soon You'll Download Your New Clothes | Danit Peleg | TED Talks,1/8/16,223315,Jan
2473,Jedidah Isler: The Untapped Genius That Could Change Science for the Better | TED,1/7/16,64529,Jan
2474,The Exhilarating Peace of Freediving | Guillaume Néry | TED Talks,1/6/16,261356,Jan
2475,How New Technology Helps Blind People Explore the World | Chieko Asakawa | TED Talks,1/5/16,84793,Jan
2476,How America Fails New Parents — and Their Babies | Jessica Shortall | TED Talks,1/4/16,134652,Jan
2477,The Year in Ideas: TED Talks of 2015,1/1/16,168067,Jan
2478,How we're growing baby corals to rebuild reefs | Kristen Marhaver,12/23/15,131664,Dec
2479,"An Art Made of Trust, Vulnerability and Connection | Marina Abramović | TED Talks",12/22/15,2201029,Dec
2480,Why the best hire might not have the perfect resume | Regina Hartley,12/21/15,762506,Dec
2481,My year reading a book from every country in the world | Ann Morgan,12/21/15,175787,Dec
2482,Why are these 32 symbols found in caves all over Europe | Genevieve von Petzinger,12/18/15,7137094,Dec
2483,What are animals thinking and feeling? | Carl Safina,12/17/15,255285,Dec
2484,My Country Will Be Underwater Soon -- Unless We Work Together | Anote Tong | TED Talks,12/16/15,53158,Dec
2485,The Future of News? Virtual Reality | Nonny de la Peña | TED Talks,12/15/15,81620,Dec
2486,The secret sneaker market — and why it matters | Josh Luber,12/11/15,486260,Dec
2487,The Chilling Aftershock of a Brush with Death | Jean-Paul Mari | TED Talks,12/10/15,43526,Dec
2488,How I'm Working for Change Inside My Church | Chelsea Shields | TED Talks,12/8/15,77685,Dec
2489,The moral bias behind your search results | Andreas Ekström,12/7/15,138474,Dec
2490,This Is What LGBT Life Is Like Around the World | Jenni Chang and Lisa Dazols | TED Talks,12/4/15,1078616,Dec
2491,A Musical Escape Into a World of Light and Color | Kaki King | TED Talks,12/3/15,158520,Dec
2492,Forget Wi-Fi. Meet the new Li-Fi Internet | Harald Haas,12/2/15,1338614,Dec
2493,The coolest animal you know nothing about ... and how we can save it | Patrícia Medici,12/1/15,109172,Dec
2494,A boat carrying 500 refugees sunk at sea. The story of two survivors | Melissa Fleming,11/30/15,127093,Nov
2495,How to stay calm when you know you'll be stressed | Daniel Levitin,11/23/15,15803644,Nov
2496,Art That Lets You Talk Back to NSA Spies | Mathias Jud | TED Talks,11/20/15,74155,Nov
2497,The enchanting music of sign language | Christine Sun Kim,11/19/15,641820,Nov
2498,How I Teach Kids to Love Science | Cesar Harada | TED Talks,11/18/15,152736,Nov
2499,Social Services Are Broken. How We Can Fix Them | Hilary Cottam | TED.com,11/17/15,123322,Nov
2500,"Deep Under the Earth's Surface, Discovering Beauty and Science | Francesco Sauro | TED Talks",11/16/15,131021,Nov
2501,An Internet Without Screens Might Look Like This | Tom Uglow | TED Talks,11/13/15,159368,Nov
2502,How CRISPR lets us edit our DNA | Jennifer Doudna,11/12/15,1742000,Nov
2503,Meklit Hadero: The unexpected beauty of everyday sounds | TED,11/10/15,208714,Nov
2504,The secret US prisons you've never heard of before | Will Potter,11/9/15,3191709,Nov
2505,Two Nameless Bodies Washed Up on the Beach. Here Are Their Stories | Anders Fjellberg | TED Talks,11/6/15,175811,Nov
2506,Why Medicine Often Has Dangerous Side Effects for Women | Alyson McGregor | TED Talks,11/5/15,216765,Nov
2507,The Future of Flying Robots | Vijay Kumar | TED Talks,11/4/15,748751,Nov
2508,How We Can Make the World a Better Place by 2030 | Michael Green | TED Talks,11/3/15,1447206,Nov
2509,Home Is a Song I've Always Remembered | Teitur | TED Talks,11/2/15,73264,Nov
2510,You can grow new brain cells. Here's how | Sandrine Thuret,10/30/15,7564784,Oct
2511,Design at the Intersection of Technology and Biology | Neri Oxman | TED Talks,10/29/15,796081,Oct
2512,"Soon We'll Cure Diseases With a Cell, Not a Pill | Siddhartha Mukherjee | TED Talks",10/28/15,291645,Oct
2513,Climate Change Is Happening. Here's How We Adapt | Alice Bows-Larkin | TED Talks,10/27/15,122551,Oct
2514,Why Some of Us Don’t Have One True Calling | Emilie Wapnick | TED,10/26/15,1641941,Oct
2515,How My Mind Came Back to Life — and No One Knew | Martin Pistorius | TED Talks,10/23/15,341247,Oct
2516,Stunning Photos of the Endangered Everglades | Mac Stone | TED Talks,10/22/15,85279,Oct
2517,"Taiye Selasi: Don't ask where I'm from, ask where I'm a local | TED",10/20/15,415796,Oct
2518,Alzheimer’s Is Not Normal Aging — And We Can Cure It | Samuel Cohen | TED Talks,10/16/15,1080658,Oct
2519,4 Powerful Poems about Parkinson's and Growing Older | Robin Morgan | TED Talks,10/15/15,34601,Oct
2520,Why Climate Change Is a Threat to Human Rights | Mary Robinson | TED Talks,10/14/15,163764,Oct
2521,Why Public Beheadings Get Millions of Views | Frances Larson | TED Talks,10/13/15,87839,Oct
2522,How I Stopped the Taliban from Shutting Down My School | Sakena Yacoobi | TED Talks,10/12/15,129826,Oct
2523,How to find work you love | Scott Dinsmore,10/9/15,1019059,Oct
2524,Falling in love is the easy part | Mandy Len Catron,10/8/15,738531,Oct
2525,Why Gender Equality Is Good for Everyone — Men Included | Michael Kimmel | TED Talks,10/6/15,859673,Oct
2526,The Story We Tell About Poverty Isn't True | Mia Birdsong | TED Talks,10/5/15,208528,Oct
2527,How fear drives American politics | David Rothkopf | TED Talks,10/2/15,164498,Oct
2528,This tennis icon paved the way for women in sports | Billie Jean King,10/1/15,58315,Oct
2529,What really matters at the end of life | BJ Miller,9/30/15,11299885,Sep
2530,The way we think about work is broken | Barry Schwartz,9/29/15,465487,Sep
2531,I leapt from the stratosphere. Here's how I did it | Alan Eustace,9/28/15,302878,Sep
2532,The mathematician who cracked Wall Street | Jim Simons,9/25/15,2544139,Sep
2533,How the mysterious dark net is going mainstream | Jamie Bartlett,9/24/15,3908409,Sep
2534,Elizabeth Nyamayaro: An Invitation to Men Who Want a Better World for Women | TED,9/23/15,76298,Sep
2535,This new telescope might show us the beginning of the universe | Wendy Freedman,9/22/15,119113,Sep
2536,How Too Many Rules at Work Keep You from Getting Things Done | Yves Morieux | TED Talks,9/21/15,323010,Sep
